"","item","itemLabel","class","classLabel","country","countryLabel","location","locationLabel","part_of","part_ofLabel","point_in_time","start_time","end_time","participant","participantLabel","wikidata_id"
"18","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q5692053","Ethiopian–Somali conflict","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q927467","Galmudug","Q1072042"
"19","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q185729","War on Terror","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q1153941","Oromo Liberation Front","Q1072042"
"20","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q243620","Somali Civil War","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q1153941","Oromo Liberation Front","Q1072042"
"21","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q5692053","Ethiopian–Somali conflict","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q1153941","Oromo Liberation Front","Q1072042"
"22","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q185729","War on Terror","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q1641888","African Union Mission to Somalia","Q1072042"
"23","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q243620","Somali Civil War","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q1641888","African Union Mission to Somalia","Q1072042"
"24","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q5692053","Ethiopian–Somali conflict","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q1641888","African Union Mission to Somalia","Q1072042"
"25","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q185729","War on Terror","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q2298600","Alliance for the Re-liberation of Somalia","Q1072042"
"26","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q243620","Somali Civil War","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q2298600","Alliance for the Re-liberation of Somalia","Q1072042"
"27","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q5692053","Ethiopian–Somali conflict","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q2298600","Alliance for the Re-liberation of Somalia","Q1072042"
"28","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q185729","War on Terror","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q6110167","Jabhatul Islamiya","Q1072042"
"29","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q243620","Somali Civil War","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q6110167","Jabhatul Islamiya","Q1072042"
"30","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q5692053","Ethiopian–Somali conflict","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q6110167","Jabhatul Islamiya","Q1072042"
"31","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q185729","War on Terror","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q6930781","Muaskar Anole","Q1072042"
"32","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q243620","Somali Civil War","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q6930781","Muaskar Anole","Q1072042"
"33","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q5692053","Ethiopian–Somali conflict","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q6930781","Muaskar Anole","Q1072042"
"34","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q185729","War on Terror","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q7294660","Ras Kamboni Brigades","Q1072042"
"35","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q243620","Somali Civil War","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q7294660","Ras Kamboni Brigades","Q1072042"
"36","http://www.wikidata.org/entity/Q1072042","War in Somalia (2006-2009)","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q5692053","Ethiopian–Somali conflict","2006-12-20T00:00:00Z","2006-12-20T00:00:00Z","2009-01-30T00:00:00Z","http://www.wikidata.org/entity/Q7294660","Ras Kamboni Brigades","Q1072042"
"37","http://www.wikidata.org/entity/Q1091051","NATO intervention in Bosnia and Herzegovina","http://www.wikidata.org/entity/Q645883","military operation","http://www.wikidata.org/entity/Q225","Bosnia and Herzegovina","http://www.wikidata.org/entity/Q225","Bosnia and Herzegovina","http://www.wikidata.org/entity/Q181533","Bosnian War","2004-12-02T00:00:00Z","1992-07-16T00:00:00Z","2004-12-02T00:00:00Z","","","Q1091051"
"38","http://www.wikidata.org/entity/Q1091051","NATO intervention in Bosnia and Herzegovina","http://www.wikidata.org/entity/Q1143267","humanitarian intervention","http://www.wikidata.org/entity/Q225","Bosnia and Herzegovina","http://www.wikidata.org/entity/Q225","Bosnia and Herzegovina","http://www.wikidata.org/entity/Q181533","Bosnian War","2004-12-02T00:00:00Z","1992-07-16T00:00:00Z","2004-12-02T00:00:00Z","","","Q1091051"
"39","http://www.wikidata.org/entity/Q1128855","Operation Cobra's Anger","http://www.wikidata.org/entity/Q178561","battle","http://www.wikidata.org/entity/Q889","Afghanistan","http://www.wikidata.org/entity/Q2456330","Nawzad District","http://www.wikidata.org/entity/Q182865","Afghanistan War","2009-12-12T00:00:00Z","","","","","Q1128855"
"40","http://www.wikidata.org/entity/Q1128855","Operation Cobra's Anger","http://www.wikidata.org/entity/Q645883","military operation","http://www.wikidata.org/entity/Q889","Afghanistan","http://www.wikidata.org/entity/Q2456330","Nawzad District","http://www.wikidata.org/entity/Q182865","Afghanistan War","2009-12-12T00:00:00Z","","","","","Q1128855"
"41","http://www.wikidata.org/entity/Q1136783","Granai airstrike","http://www.wikidata.org/entity/Q2380335","airstrike","","","http://www.wikidata.org/entity/Q5594134","Granai","","","2009-05-04T00:00:00Z","","","","","Q1136783"
"42","http://www.wikidata.org/entity/Q1154912","Iraqi Kurdish Civil War","http://www.wikidata.org/entity/Q8465","civil war","","","http://www.wikidata.org/entity/Q205047","Kurdistan Region","http://www.wikidata.org/entity/Q6068230","Iraqi–Kurdish conflict","1997-11-24T00:00:00Z","1994-05-01T00:00:00Z","1997-11-24T00:00:00Z","","","Q1154912"
"43","http://www.wikidata.org/entity/Q1195810","Operation Enduring Freedom – Horn of Africa","http://www.wikidata.org/entity/Q645883","military operation","","","http://www.wikidata.org/entity/Q40556","Horn of Africa","http://www.wikidata.org/entity/Q185729","War on Terror","2002-10-07T00:00:00Z","2002-10-07T00:00:00Z","","","","Q1195810"
"44","http://www.wikidata.org/entity/Q1225409","Moro conflict","http://www.wikidata.org/entity/Q180684","conflict","","","http://www.wikidata.org/entity/Q928","Philippines","http://www.wikidata.org/entity/Q16146546","Civil conflict in the Philippines","","1969-01-01T00:00:00Z","","","","Q1225409"
"45","http://www.wikidata.org/entity/Q1234017","Operation Halmazag","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q186418","Kunduz Province","http://www.wikidata.org/entity/Q182865","Afghanistan War","2010-11-04T00:00:00Z","2010-10-31T00:00:00Z","2010-11-04T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q1234017"
"46","http://www.wikidata.org/entity/Q1327861","Bombing of Iraq","http://www.wikidata.org/entity/Q180684","conflict","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q899657","Iraqi no-fly zones","1998-01-01T00:00:00Z","1998-12-16T00:00:00Z","1998-12-19T00:00:00Z","","","Q1327861"
"47","http://www.wikidata.org/entity/Q1330136","Second Battle of Fallujah","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q191170","Fallujah","http://www.wikidata.org/entity/Q545449","Iraq War","2004-12-23T00:00:00Z","","","http://www.wikidata.org/entity/Q30","United States of America","Q1330136"
"48","http://www.wikidata.org/entity/Q1330136","Second Battle of Fallujah","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q191170","Fallujah","http://www.wikidata.org/entity/Q6722016","History of Iraq (2003–11)","2004-12-23T00:00:00Z","","","http://www.wikidata.org/entity/Q30","United States of America","Q1330136"
"49","http://www.wikidata.org/entity/Q1402530","Battle of 73 Easting","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q37643","Gulf War","1991-02-27T00:00:00Z","1991-02-26T00:00:00Z","1991-02-27T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q1402530"
"50","http://www.wikidata.org/entity/Q1402530","Battle of 73 Easting","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q37643","Gulf War","1991-02-27T00:00:00Z","1991-02-26T00:00:00Z","1991-02-27T00:00:00Z","http://www.wikidata.org/entity/Q145","United Kingdom","Q1402530"
"51","http://www.wikidata.org/entity/Q1402530","Battle of 73 Easting","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q37643","Gulf War","1991-02-27T00:00:00Z","1991-02-26T00:00:00Z","1991-02-27T00:00:00Z","http://www.wikidata.org/entity/Q310188","Norman Schwarzkopf Jr.","Q1402530"
"52","http://www.wikidata.org/entity/Q1402530","Battle of 73 Easting","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q37643","Gulf War","1991-02-27T00:00:00Z","1991-02-26T00:00:00Z","1991-02-27T00:00:00Z","http://www.wikidata.org/entity/Q3108185","Ba'athist Iraq","Q1402530"
"53","http://www.wikidata.org/entity/Q1402530","Battle of 73 Easting","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q37643","Gulf War","1991-02-27T00:00:00Z","1991-02-26T00:00:00Z","1991-02-27T00:00:00Z","http://www.wikidata.org/entity/Q5368761","Salah Aboud Mahmoud","Q1402530"
"54","http://www.wikidata.org/entity/Q1402530","Battle of 73 Easting","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q37643","Gulf War","1991-02-27T00:00:00Z","1991-02-26T00:00:00Z","1991-02-27T00:00:00Z","http://www.wikidata.org/entity/Q5498329","Frederick M. Franks, Jr.","Q1402530"
"55","http://www.wikidata.org/entity/Q1402530","Battle of 73 Easting","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q37643","Gulf War","1991-02-27T00:00:00Z","1991-02-26T00:00:00Z","1991-02-27T00:00:00Z","http://www.wikidata.org/entity/Q5628492","H. R. McMaster","Q1402530"
"56","http://www.wikidata.org/entity/Q1476042","Operation Anaconda","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q16205112","Shah-i-Kot Valley","http://www.wikidata.org/entity/Q182865","Afghanistan War","2002-01-01T00:00:00Z","2002-03-01T00:00:00Z","2002-03-18T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q1476042"
"57","http://www.wikidata.org/entity/Q1476042","Operation Anaconda","http://www.wikidata.org/entity/Q645883","military operation","","","http://www.wikidata.org/entity/Q16205112","Shah-i-Kot Valley","http://www.wikidata.org/entity/Q182865","Afghanistan War","2002-01-01T00:00:00Z","2002-03-01T00:00:00Z","2002-03-18T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q1476042"
"58","http://www.wikidata.org/entity/Q1476042","Operation Anaconda","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q16205112","Shah-i-Kot Valley","http://www.wikidata.org/entity/Q182865","Afghanistan War","2002-01-01T00:00:00Z","2002-03-01T00:00:00Z","2002-03-18T00:00:00Z","http://www.wikidata.org/entity/Q145","United Kingdom","Q1476042"
"59","http://www.wikidata.org/entity/Q1476042","Operation Anaconda","http://www.wikidata.org/entity/Q645883","military operation","","","http://www.wikidata.org/entity/Q16205112","Shah-i-Kot Valley","http://www.wikidata.org/entity/Q182865","Afghanistan War","2002-01-01T00:00:00Z","2002-03-01T00:00:00Z","2002-03-18T00:00:00Z","http://www.wikidata.org/entity/Q145","United Kingdom","Q1476042"
"60","http://www.wikidata.org/entity/Q1485258","Battle of Chora","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q183028","Urozgan","http://www.wikidata.org/entity/Q182865","Afghanistan War","2007-01-01T00:00:00Z","2007-06-15T00:00:00Z","2007-06-19T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q1485258"
"61","http://www.wikidata.org/entity/Q1485258","Battle of Chora","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q183028","Urozgan","http://www.wikidata.org/entity/Q182865","Afghanistan War","2007-01-01T00:00:00Z","2007-06-15T00:00:00Z","2007-06-19T00:00:00Z","http://www.wikidata.org/entity/Q55","Netherlands","Q1485258"
"62","http://www.wikidata.org/entity/Q1485258","Battle of Chora","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q183028","Urozgan","http://www.wikidata.org/entity/Q182865","Afghanistan War","2007-01-01T00:00:00Z","2007-06-15T00:00:00Z","2007-06-19T00:00:00Z","http://www.wikidata.org/entity/Q383108","Afghan National Army","Q1485258"
"63","http://www.wikidata.org/entity/Q1511923","Operation Harekate Yolo","http://www.wikidata.org/entity/Q178561","battle","","","","","http://www.wikidata.org/entity/Q182865","Afghanistan War","2007-11-01T00:00:00Z","2007-10-01T00:00:00Z","2007-11-01T00:00:00Z","","","Q1511923"
"64","http://www.wikidata.org/entity/Q1518797","Operation Karez","http://www.wikidata.org/entity/Q178561","battle","","","http://www.wikidata.org/entity/Q172052","Badghis","http://www.wikidata.org/entity/Q182865","Afghanistan War","2008-01-01T00:00:00Z","","","","","Q1518797"
"65","http://www.wikidata.org/entity/Q33761","Arab Spring","http://www.wikidata.org/entity/Q273120","protest","","","http://www.wikidata.org/entity/Q143487","Arab world","","","2012-01-01T00:00:00Z","2010-12-18T00:00:00Z","","","","Q33761"
"66","http://www.wikidata.org/entity/Q33761","Arab Spring","http://www.wikidata.org/entity/Q273120","protest","","","http://www.wikidata.org/entity/Q143487","Arab world","","","2012-01-01T00:00:00Z","2010-12-18T00:00:00Z","","","","Q33761"
"67","http://www.wikidata.org/entity/Q33761","Arab Spring","http://www.wikidata.org/entity/Q273120","protest","","","http://www.wikidata.org/entity/Q143487","Arab world","","","2012-01-01T00:00:00Z","2010-12-18T00:00:00Z","","","","Q33761"
"68","http://www.wikidata.org/entity/Q33761","Arab Spring","http://www.wikidata.org/entity/Q273120","protest","","","http://www.wikidata.org/entity/Q143487","Arab world","","","2012-01-01T00:00:00Z","2010-12-18T00:00:00Z","","","","Q33761"
"69","http://www.wikidata.org/entity/Q33761","Arab Spring","http://www.wikidata.org/entity/Q273120","protest","","","http://www.wikidata.org/entity/Q143487","Arab world","","","2012-01-01T00:00:00Z","2010-12-18T00:00:00Z","","","","Q33761"
"70","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q796","Iraq","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q37643"
"71","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q801","Israel","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q37643"
"72","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q817","Kuwait","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q37643"
"73","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q851","Saudi Arabia","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q37643"
"74","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q31945","Arabian Peninsula","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q30","United States of America","Q37643"
"75","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q796","Iraq","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q142","France","Q37643"
"76","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q801","Israel","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q142","France","Q37643"
"77","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q817","Kuwait","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q142","France","Q37643"
"78","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q851","Saudi Arabia","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q142","France","Q37643"
"79","http://www.wikidata.org/entity/Q37643","Gulf War","http://www.wikidata.org/entity/Q198","war","","","http://www.wikidata.org/entity/Q31945","Arabian Peninsula","","","","1990-08-02T00:00:00Z","1991-02-28T00:00:00Z","http://www.wikidata.org/entity/Q142","France","Q37643"
